Repository,ReportHref,Directory,SourceLineCount,KLoc,Query,QueryType,ExpectedResultCount,GrepAlgorithmName,TgrepAlgorithmName,IdealLspAlgorithmName,CurrentLspAlgorithmName,GrepResultCount,TgrepResultCount,IdealLspResultCount,CurrentLspResultCount,SolutionLoadMilliseconds,TgrepIndexMilliseconds,GrepMilliseconds,TgrepMilliseconds,TgrepWithIndexMilliseconds,IdealLspMilliseconds,IdealLspWithSolutionLoadMilliseconds,CurrentLspMilliseconds,CurrentLspWithSolutionLoadMilliseconds,RoslynWorkspacePartial
wpf,result-wpf.html,C:\repos\wpf,2039850,2039.8499999999999,find-type-definition (name: DependencyObject),find-type-definition,3,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),3,3,,,285008.08990000002,5258.8638000000001,5468.8290999999999,668.30769999999995,5927.1715000000004,9.9601000000000006,285018.05000000005,196.22739999999999,285204.3173,TRUE
wpf,result-wpf.html,C:\repos\wpf,2039850,2039.8499999999999,find-type-definition (name: FrameworkElement),find-type-definition,4,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),4,4,,,285008.08990000002,5258.8638000000001,5559.6776,374.63639999999998,5633.5002000000004,2.2686000000000002,285010.35850000003,47.204000000000001,285055.29390000005,TRUE
wpf,result-wpf.html,C:\repos\wpf,2039850,2039.8499999999999,find-type-definition (name: UIElement),find-type-definition,2,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),3,2,,,285008.08990000002,5258.8638000000001,5950.1713,451.57479999999998,5710.4386000000004,3.4567000000000001,285011.5466,125.6139,285133.70380000002,TRUE
roslyn,result-roslyn.html,C:\roslyn,6937370,6937.3699999999999,find-derived-types (name: BoundNode),find-derived-types,469,find-derived-types-grep,find-derived-types-tgrep,roslyn-find-derived-types (pass 2),roslyn-find-derived-types (pass 2),21,21,469,469,63199.661899999999,13546.2263,13005.0347,258.92720000000003,13805.1535,12.819900000000001,63212.481800000001,12.819900000000001,63212.481800000001,FALSE
roslyn,result-roslyn.html,C:\roslyn,6937370,6937.3699999999999,find-interface-implementation (name: ISymbol),find-interface-implementation,21,find-interface-implementation-grep,find-interface-implementation-tgrep,roslyn-find-implementations (pass 2),roslyn-find-implementations (pass 2),303,302,21,21,63199.661899999999,13546.2263,12034.5201,798.70960000000002,14344.9359,104.25449999999999,63303.916400000002,104.25449999999999,63303.916400000002,FALSE
roslyn,result-roslyn.html,C:\roslyn,6937370,6937.3699999999999,find-member-definition (name: EmitAsync),find-member-definition,0,find-member-definition-grep,find-member-definition-tgrep,roslyn-find-member-declarations (pass 2),roslyn-find-member-declarations (pass 2),0,0,0,0,63199.661899999999,13546.2263,22148.359799999998,59.440600000000003,13605.6669,78.683999999999997,63278.3459,78.683999999999997,63278.3459,FALSE
roslyn,result-roslyn.html,C:\roslyn,6937370,6937.3699999999999,find-member-definition (name: GetHashCode),find-member-definition,643,find-member-definition-grep,find-member-definition-tgrep,roslyn-find-member-declarations (pass 2),roslyn-find-member-declarations (pass 2),1497,1321,643,643,63199.661899999999,13546.2263,21873.085599999999,796.32169999999996,14342.548000000001,188.00970000000001,63387.671600000001,188.00970000000001,63387.671600000001,FALSE
roslyn,result-roslyn.html,C:\roslyn,6937370,6937.3699999999999,find-type-definition (name: Compilation),find-type-definition,4,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),6,5,4,167,63199.661899999999,13546.2263,13957.9331,2164.1756999999998,15710.402,63.369399999999999,63263.031300000002,1144.4331999999999,64344.095099999999,FALSE
roslyn,result-roslyn.html,C:\roslyn,6937370,6937.3699999999999,find-type-definition (name: ISymbol),find-type-definition,1,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),7,6,1,138,63199.661899999999,13546.2263,14109.527099999999,818.99509999999998,14365.2214,64.512600000000006,63264.174500000001,1593.9041,64793.565999999999,FALSE
roslyn,result-roslyn.html,C:\roslyn,6937370,6937.3699999999999,find-type-definition (name: SyntaxKind),find-type-definition,2,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),2,2,2,15,63199.661899999999,13546.2263,14067.8832,1095.9039,14642.1302,83.730699999999999,63283.392599999999,1223.7864999999999,64423.448400000001,FALSE
roslyn,result-roslyn.html,C:\roslyn,6937370,6937.3699999999999,find-type-definition (name: SyntaxNode),find-type-definition,2,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),8,8,2,45,63199.661899999999,13546.2263,13988.972299999999,1621.4177,15167.644,67.441500000000005,63267.1034,1288.1180999999999,64487.779999999999,FALSE
runtime,result-runtime.html,C:\repos\runtime,9867483,9867.4830000000002,find-derived-types (name: Stream),find-derived-types,16,find-derived-types-grep,find-derived-types-tgrep,roslyn-find-derived-types (pass 2),roslyn-find-derived-types (pass 2),216,165,16,16,1346103.3894,37894.275300000001,28871.458999999999,2458.9600999999998,40353.235399999998,21.456299999999999,1346124.8456999999,21.456299999999999,1346124.8456999999,FALSE
runtime,result-runtime.html,C:\repos\runtime,9867483,9867.4830000000002,find-interface-implementation (name: IDisposable),find-interface-implementation,522,find-interface-implementation-grep,find-interface-implementation-tgrep,roslyn-find-implementations (pass 2),roslyn-find-implementations (pass 2),1323,1288,522,522,1346103.3894,37894.275300000001,26217.558799999999,1052.3344999999999,38946.609799999998,156.44130000000001,1346259.8307,156.44130000000001,1346259.8307,FALSE
runtime,result-runtime.html,C:\repos\runtime,9867483,9867.4830000000002,find-member-definition (name: GetHashCode),find-member-definition,1656,find-member-definition-grep,find-member-definition-tgrep,roslyn-find-member-declarations (pass 2),roslyn-find-member-declarations (pass 2),2507,2352,1656,1656,1346103.3894,37894.275300000001,47552.6158,1485.8702000000001,39380.145499999999,921.25369999999998,1347024.6431,921.25369999999998,1347024.6431,FALSE
runtime,result-runtime.html,C:\repos\runtime,9867483,9867.4830000000002,find-member-definition (name: TryParse),find-member-definition,594,find-member-definition-grep,find-member-definition-tgrep,roslyn-find-member-declarations (pass 2),roslyn-find-member-declarations (pass 2),835,616,594,594,1346103.3894,37894.275300000001,47660.430399999997,731.39369999999997,38625.669000000002,687.0702,1346790.4595999999,687.0702,1346790.4595999999,FALSE
runtime,result-runtime.html,C:\repos\runtime,9867483,9867.4830000000002,find-type-definition (name: ArrayPool),find-type-definition,2,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),2,1,2,12,1346103.3894,37894.275300000001,30793.7592,262.67590000000001,38156.951200000003,337.7002,1346441.0896000001,1021.9772,1347125.3666000001,FALSE
runtime,result-runtime.html,C:\repos\runtime,9867483,9867.4830000000002,find-type-definition (name: IServiceProvider),find-type-definition,2,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),2,2,2,13,1346103.3894,37894.275300000001,29824.716700000001,182.6481,38076.9234,337.3254,1346440.7148,746.07989999999995,1346849.4693,FALSE
runtime,result-runtime.html,C:\repos\runtime,9867483,9867.4830000000002,find-type-definition (name: Span),find-type-definition,2,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),3,2,2,123,1346103.3894,37894.275300000001,30515.025099999999,4126.902,42021.177300000003,347.98140000000001,1346451.3707999999,1443.0034000000001,1347546.3928,FALSE
runtime,result-runtime.html,C:\repos\runtime,9867483,9867.4830000000002,find-type-definition (name: Task),find-type-definition,4,find-type-definition-grep,find-type-definition-tgrep,roslyn-find-declarations (pass 2),roslyn-find-declarations-workspaceSymbol (pass 2),7,4,4,199,1346103.3894,37894.275300000001,289770.5833,2474.6716000000001,40368.946900000003,363.84010000000001,1346467.2294999999,1280.6190999999999,1347384.0085,FALSE
